id	goodinfo	condemn	qAnswered	totalCorrect	percCorrect	ansall	dowork	doromantic	doacademic	dodrugs	trustswork	trustsromantic	trustsacademic	trustsdrugs	trustgwork	trustgromantic	trustgacademic	trustgdrugs	likework	likeromantic	likeacademic	likedrugs	compq1work	compq1romantic	compq1academic	compq1drugs	compq2work	compq2romantic	compq2academic	compq2drugs	compq3work	compq3romantic	compq3academic	compq3drugs	compq4work	compq4romantic	compq4academic	compq4drugs	sumdo	sumtrusts	sumtrustg	sumlike	sumtotal	age	gender	edu	income	generaltrust	previousexperience
397	1	0	16	16	1	1	2	6	2	2	6	7	6	5	6	6	6	5	5	6	6	6	2	2	2	2	1	1	1	1	3	3	3	3	2	2	2	2	5	6	5.75	5.75	5.625	23	1	4	3	6	2
398	0	1	16	16	1	1	2	3	3	2	5	5	4	5	4	4	4	4	3	5	2	4	1	1	1	1	1	1	1	1	3	3	3	3	1	1	1	1	5.5	4.75	4	3.5	4.4375	21	1	4	1	4	1
399	0	1	16	16	1	1	4	4	4	3	4	4	4	4	4	4	4	3	4	4	4	3	1	1	1	1	1	1	1	1	3	3	3	3	1	1	1	1	4.25	4	3.75	3.75	3.9375	20	1	4	1	4	2
400	1	1	16	16	1	1	2	2	3	1	6	6	5	5	5	5	5	5	5	5	5	5	2	2	2	2	1	1	1	1	3	3	3	3	1	1	1	1	6	5.5	5	5	5.375	39	1	5	6	5	1
401	0	0	16	16	1	1	4	4	4	3	4	4	4	5	4	4	4	4	4	4	4	5	1	1	1	1	1	1	1	1	3	3	3	3	2	2	2	2	4.25	4.25	4	4.25	4.1875	28	1	4	2	3	1
402	0	1	16	16	1	1	3	3	3	3	5	5	5	5	4	4	4	4	4	4	4	4	1	1	1	1	1	1	1	1	3	3	3	3	1	1	1	1	5	5	4	4	4.5	42	1	6	5	4	1
403	0	0	16	16	1	1	2	3	2	2	3	2	4	4	3	3	3	4	3	3	3	4	1	1	1	1	1	1	1	1	3	3	3	3	2	2	2	2	5.75	3.25	3.25	3.25	3.875	22	2	5	2	5	1
404	0	0	16	16	1	1	3	3	3	3	4	4	4	4	4	4	4	4	4	4	4	4	1	1	1	1	1	1	1	1	3	3	3	3	2	2	2	2	5	4	4	4	4.25	27	1	4	4	5	3
405	0	1	16	16	1	1	2	2	2	1	7	4	5	5	6	5	5	5	5	5	5	5	1	1	1	1	1	1	1	1	3	3	3	3	1	1	1	1	6.25	5.25	5.25	5	5.4375	20	2	4	7	6	3
406	1	1	16	16	1	1	2	2	2	4	4	4	4	4	4	4	4	4	4	4	4	4	2	2	2	2	1	1	1	1	3	3	3	3	1	1	1	1	5.5	4	4	4	4.375	33	2	3	7	6	1
407	0	0	4	3	0.75	0		3				4				4				4				1				1				1				2			5	4	4	4	4.25		2				
408	1	0	16	16	1	1	3	3	2	3	5	5	6	6	5	2	5	5	4	3	3	4	2	2	2	2	1	1	1	1	3	3	3	3	2	2	2	2	5.25	5.5	4.25	3.5	4.625	19	2	4	5	5	2
409	1	0	16	16	1	1	2	3	2	3	5	4	5	5	4	3	4	5	4	4	5	4	2	2	2	2	1	1	1	1	3	3	3	3	2	2	2	2	5.5	4.75	4	4.25	4.625	23	1	5	3	2	1
410	0	0	16	16	1	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	1	1	1	1	1	1	1	1	3	3	3	3	2	2	2	2	4	4	4	4	4	30	2	5	5	6	1
411	1	1	16	16	1	1	1	1	1	2	7	7	7	6	5	6	5	6	6	7	4	4	2	2	2	2	1	1	1	1	3	3	3	3	1	1	1	1	6.75	6.75	5.5	5.25	6.0625	20	1	2	1	5	2
412	0	0	4	3	0.75	0	4				4				4				4				1				2				3				2				4	4	4	4	4		1				
413	0	1	16	16	1	1	2	2	2	2	6	6	6	6	6	6	6	6	6	6	6	6	1	1	1	1	1	1	1	1	3	3	3	3	1	1	1	1	6	6	6	6	6	23	2	5	6	6	2
414	1	0	16	16	1	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	2	2	2	2	1	1	1	1	3	3	3	3	2	2	2	2	4	4	4	4	4	20	1	4	5	4	1
415	1	0	16	16	1	1	2	2	1	4	3	6	7	4	3	5	4	4	3	6	5	4	2	2	2	2	1	1	1	1	3	3	3	3	2	2	2	2	5.75	5	4	4.5	4.8125	30	2	4	7	4	1
416	0	1	16	16	1	1	4	2	2	2	2	5	4	6	1	5	4	3	3	2	3	4	1	1	1	1	1	1	1	1	3	3	3	3	1	1	1	1	5.5	4.25	3.25	3	4	44	1	5	10	6	2
417	0	0	4	0	0	0	4				4				3				5				3				3				2				1				4	4	3	5	4		1				
418	1	1	16	16	1	1	2	2	2	2	6	6	5	6	6	6	6	5	6	6	5	5	2	2	2	2	1	1	1	1	3	3	3	3	1	1	1	1	6	5.75	5.75	5.5	5.75	23	1	5	6	6	1
419	0	1	4	3	0.75	0		1				5				5				5				1				1				2				1			7	5	5	5	5.5		2				
420	0	1	4	3	0.75	0				5				6				3				5				1				1				2				1	3	6	3	5	4.25		1				
421	0	0	16	16	1	1	4	6	4	4	6	4	6	4	4	4	4	4	4	4	4	6	1	1	1	1	1	1	1	1	3	3	3	3	2	2	2	2	3.5	5	4	4.5	4.25	18	1	2	1	7	1
422	1	0	16	15	0.9375	1	2	2	2	2	6	5	6	6	5	5	5	4	5	4	5	5	2	2	2	2	1	1	1	2	3	3	3	3	2	2	2	2	6	5.75	4.75	4.75	5.3125		1				
423	1	1	16	16	1	1	2	2	2	2	4	5	4	4	4	4	4	4	4	4	4	4	2	2	2	2	1	1	1	1	3	3	3	3	1	1	1	1	6	4.25	4	4	4.5625	36	2	5	4	4	1
424	1	0	16	16	1	1	5	5	5	4	6	6	6	5	6	6	5	5	5	6	6	5	2	2	2	2	1	1	1	1	3	3	3	3	2	2	2	2	3.25	5.75	5.5	5.5	5	32	1	4	5	6	4
425	0	0	16	16	1	1	2	3	5	3	5	6	4	7	6	6	2	7	5	4	1	6	1	1	1	1	1	1	1	1	3	3	3	3	2	2	2	2	4.75	5.5	5.25	4	4.875	23	1	4	5	6	1
426	1	0	16	16	1	1	2	2	2	1	6	3	6	6	6	5	6	6	5	4	6	5	2	2	2	2	1	1	1	1	3	3	3	3	2	2	2	2	6.25	5.25	5.75	5	5.5625	28	2	5	4	6	1
427	1	0	16	16	1	1	4	4	4	4	5	3	7	7	4	4	4	4	4	4	4	4	2	2	2	2	1	1	1	1	3	3	3	3	2	2	2	2	4	5.5	4	4	4.375	54	2	5	4	4	2
428	0	1	16	16	1	1	3	3	3	2	5	5	5	6	5	5	5	5	5	5	5	5	1	1	1	1	1	1	1	1	3	3	3	3	1	1	1	1	5.25	5.25	5	5	5.125	29	2	4	1	5	3
429	1	1	4	2	0.5	0			2				4				2				4				1				1				1				1		6	4	2	4	4		1				
430	1	1	16	16	1	1	5	2	2	3	5	4	5	4	4	4	4	3	5	6	4	4	2	2	2	2	1	1	1	1	3	3	3	3	1	1	1	1	5	4.5	3.75	4.75	4.5	30	2	4	5	2	1
431	0	0	16	16	1	1	3	4	2	3	5	5	6	5	5	5	5	3	4	5	5	4	1	1	1	1	1	1	1	1	3	3	3	3	2	2	2	2	5	5.25	4.5	4.5	4.8125	63	2	2	6	5	2
432	1	0	16	16	1	1	2	2	2	2	5	6	5	5	5	6	5	5	5	6	5	5	2	2	2	2	1	1	1	1	3	3	3	3	2	2	2	2	6	5.25	5.25	5.25	5.4375	23	1	4	4	4	1
433	1	1	16	16	1	1	1	1	1	1	7	7	7	7	7	7	7	7	7	7	7	7	2	2	2	2	1	1	1	1	3	3	3	3	1	1	1	1	7	7	7	7	7	24	1	5	7	7	3
434	1	0	16	16	1	1	3	2	2	2	4	6	5	4	5	6	4	3	4	7	4	4	2	2	2	2	1	1	1	1	3	3	3	3	2	2	2	2	5.75	4.75	4.5	4.75	4.9375	24	1	4	1	4	1
435	0	1	16	16	1	1	2	3	4	1	5	6	4	5	4	5	4	5	3	5	2	3	1	1	1	1	1	1	1	1	3	3	3	3	1	1	1	1	5.5	5	4.5	3.25	4.5625	23	1	5	7	5	1
436	1	1	16	16	1	1	1	1	1	1	7	7	7	7	4	4	4	4	4	4	4	4	2	2	2	2	1	1	1	1	3	3	3	3	1	1	1	1	7	7	4	4	5.5	52	2	5	8	4	1
437	0	0	16	16	1	1	6	6	3	3	4	4	2	1	4	3	3	2	3	4	4	4	1	1	1	1	1	1	1	1	3	3	3	3	2	2	2	2	3.5	2.75	3	3.75	3.25	30	1	2	2	5	1
438	1	1	16	16	1	1	1	1	1	1	7	7	7	6	5	5	5	5	5	6	5	5	2	2	2	2	1	1	1	1	3	3	3	3	1	1	1	1	7	6.75	5	5.25	6	34	1	5	8	5	1
439	0	0	16	16	1	1	5	3	3	3	3	1	5	5	5	5	5	5	5	1	5	5	1	1	1	1	1	1	1	1	3	3	3	3	2	2	2	2	4.5	3.5	5	4	4.25	26	2	3	3	5	1
440	1	0	16	16	1	1	3	3	2	2	4	4	4	4	4	4	4	4	4	4	4	4	2	2	2	2	1	1	1	1	3	3	3	3	2	2	2	2	5.5	4	4	4	4.375	29	2	5	8	4	1
441	0	1	16	16	1	1	2	2	3	2	6	5	5	5	6	6	4	4	6	5	4	4	1	1	1	1	1	1	1	1	3	3	3	3	1	1	1	1	5.75	5.25	5	4.75	5.1875	21	2	4	10	5	1
442	1	0	16	16	1	1	4	3	1	3	4	4	3	2	5	3	3	3	4	4	4	1	2	2	2	2	1	1	1	1	3	3	3	3	2	2	2	2	5.25	3.25	3.5	3.25	3.8125	41	2	5	1	2	3
443	0	0	16	16	1	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4		1	1	1	1	1	1	1	1	3	3	3	3	2	2	2	2	4	4	4	4	4	32	2	4	4	4	3
444	1	1	16	16	1	1	4	4	4	3	4	4	5	4	3	4	5	4	4	4	4	4	2	2	2	2	1	1	1	1	3	3	3	3	1	1	1	1	4.25	4.25	4	4	4.125	47	2	5	8	5	1
445	0	1	16	16	1	1	3	1	1	2	4	4	4	4	4	4	4	4	4	5	4	4	1	1	1	1	1	1	1	1	3	3	3	3	1	1	1	1	6.25	4	4	4.25	4.625	24	1	4	2	4	1
446	0	0	4	3	0.75	0	3				3				3				4				1				2				3				2				5	3	3	4	3.75		1				
447	0	1	16	16	1	1	3	3	3	3	4	3	4	4	3	3	4	3	4	4	4	4	1	1	1	1	1	1	1	1	3	3	3	3	1	1	1	1	5	3.75	3.25	4	4	51	2	6	7	6	5
448	1	0	16	16	1	1	1	1	7	1	7	7	7	7	7	7	7	7	7	7	7	7	2	2	2	2	1	1	1	1	3	3	3	3	2	2	2	2	5.5	7	7	7	6.625	62	2	5	3	4	1
449	1	1	16	16	1	1	1	1	1	1	6	6	6	7	6	6	6	6	4	6	4	4	2	2	2	2	1	1	1	1	3	3	3	3	1	1	1	1	7	6.25	6	4.5	5.9375	38	1	4	6	6	1
450	1	0	16	16	1	1	2	2	2	2	6	6	6	6	6	6	5	6	6	6	6	6	2	2	2	2	1	1	1	1	3	3	3	3	2	2	2	2	6	6	5.75	6	5.9375	38	1	4	1	4	1
451	1	1	16	16	1	1	2	2	2	1	4	3	4	5	4	2	4	4	3	3	4	4	2	2	2	2	1	1	1	1	3	3	3	3	1	1	1	1	6.25	4	3.5	3.5	4.3125	23	2	4	1	3	2
452	0	1	16	16	1	1	4	3	4	4	4	5	5	5	4	4	4	4	4	5	3	5	1	1	1	1	1	1	1	1	3	3	3	3	1	1	1	1	4.25	4.75	4	4.25	4.3125	32	1	5	10	6	1
453	0	1	16	16	1	1	1	1	1	1	7	7	6	7	3	7	4	6	6	6	6	6	1	1	1	1	1	1	1	1	3	3	3	3	1	1	1	1	7	6.75	5	6	6.1875	23	2	5	2	5	1
454	1	0	16	16	1	1	4	6	4	4	6	6	4	6	5	6	5	5	5	4	4	4	2	2	2	2	1	1	1	1	3	3	3	3	2	2	2	2	3.5	5.5	5.25	4.25	4.625	35	1	2	7	4	1
455	0	1	16	16	1	1	5	3	3	3	5	5	5	5	4	4	4	4	4	4	4	4	1	1	1	1	1	1	1	1	3	3	3	3	1	1	1	1	4.5	5	4	4	4.375	29	2	5	5	3	2
456	0	1	4	3	0.75	0		1				3				3				3				1				2				3				1			7	3	3	3	4		1				
457	1	1	16	16	1	1	1	2	1	2	6	7	6	5	5	7	6	5	5	6	6	5	2	2	2	2	1	1	1	1	3	3	3	3	1	1	1	1	6.5	6	5.75	5.5	5.9375	47	2	6	5	5	1
458	0	0	16	16	1	1	5	4	4	4	3	4	4	3	4	4	4	3	4	4	4	3	1	1	1	1	1	1	1	1	3	3	3	3	2	2	2	2	3.75	3.5	3.75	3.75	3.6875	21	2	4	1	4	2
459	1	1	16	16	1	1	2	2	2	2	6	6	5	6	6	6	6	6	5	5	5	5	2	2	2	2	1	1	1	1	3	3	3	3	1	1	1	1	6	5.75	6	5	5.6875	27	1	5	2	4	1
460	1	0	16	16	1	1	1	2	1	2	6	6	7	6	6	6	6	6	6	6	6	6	2	2	2	2	1	1	1	1	3	3	3	3	2	2	2	2	6.5	6.25	6	6	6.1875	26	2	4	6	5	1
461	1	1	16	16	1	1	1	1	1	1	6	7	7	6	5	5	5	5	5	7	6	6	2	2	2	2	1	1	1	1	3	3	3	3	1	1	1	1	7	6.5	5	6	6.125	38	2	4	4	5	2
462	0	0	16	16	1	1	2	2	2	1	4	6	4	6	4	5	4	6	4	4	4	4	1	1	1	1	1	1	1	1	3	3	3	3	2	2	2	2	6.25	5	4.75	4	5	27	1	6	5	1	1
463	0	1	8	7	0.875	0	1		1		7		7		7		7		7		7		1		1		1		1		3		2		1		1		7	7	7	7	7		2				
464	0	0	12	11	0.916666687	0	4	4	3		5	5	5		4	6	5		4	4	5		1	1	1		1	1	1		3	3	3		2	1	2		4.333333015	5	5	4.333333492	4.666666508		2				
465	1	0	16	16	1	1	6	2	2	2	6	6	6	6	6	6	6	6	6	6	6	6	2	2	2	2	1	1	1	1	3	3	3	3	2	2	2	2	5	6	6	6	5.75	21	1	2	2	6	1
466	0	0	16	16	1	1	3	3	2	5	4	4	4	4	4	4	4	4	4	4	4	4	1	1	1	1	1	1	1	1	3	3	3	3	2	2	2	2	4.75	4	4	4	4.1875	28	2	4	5	5	2
467	1	0	16	16	1	1	1	1	2	1	6	5	5	6	6	5	5	5	5	5	5	5	2	2	2	2	1	1	1	1	3	3	3	3	2	2	2	2	6.75	5.5	5.25	5	5.625	56	2	6	3	5	1
468	1	1	16	16	1	1	7	2	2	2	7	6	7	6	6	7	7	6	7	6	7	6	2	2	2	2	1	1	1	1	3	3	3	3	1	1	1	1	4.75	6.5	6.5	6.5	6.0625	39	2	4	6	7	2
469	1	0	16	16	1	1	2	3	3	3	6	5	5	6	5	5	5	5	5	5	5	5	2	2	2	2	1	1	1	1	3	3	3	3	2	2	2	2	5.25	5.5	5	5	5.1875	25	2	5	8	5	1
470	0	1	16	16	1	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	1	1	1	1	1	1	1	1	3	3	3	3	1	1	1	1	4	4	4	4	4	50	2	5	5	4	2
471	0	1	16	16	1	1	3	3	5	2	5	5	5	6	5	5	5	4	5	5	5	5	1	1	1	1	1	1	1	1	3	3	3	3	1	1	1	1	4.75	5.25	4.75	5	4.9375	40	1	5	10	6	1
472	0	0	16	16	1	1	4	4	4	2	4	4	4	6	4	4	4	6	4	4	4	4	1	1	1	1	1	1	1	1	3	3	3	3	2	2	2	2	4.5	4.5	4.5	4	4.375	21	1	5	1	5	1
473	1	1	4	3	0.75	0		2				6				7				6				2				1				1				1			6	6	7	6	6.25		2				
474	1	0	16	16	1	1	3	5	3	3	5	5	5	5	5	5	5	5	5	5	5	5	2	2	2	2	1	1	1	1	3	3	3	3	2	2	2	2	4.5	5	5	5	4.875	64	1	6	5	5	1
475	1	1	16	16	1	1	1	2	2	4	5	6	6	4	5	6	6	5	4	6	5	5	2	2	2	2	1	1	1	1	3	3	3	3	1	1	1	1	5.75	5.25	5.5	5	5.375	44	1	6	6	6	2
476	0	0	16	16	1	1	4	4	4	3	4	3	4	5	4	4	4	5	4	4	4	4	1	1	1	1	1	1	1	1	3	3	3	3	2	2	2	2	4.25	4	4.25	4	4.125	22	2	4	5	4	1
477	0	1	16	16	1	1	4	4	4	4	2	2	2	2	2	2	2	2	2	3	2	2	1	1	1	1	1	1	1	1	3	3	3	3	1	1	1	1	4	2	2	2.25	2.5625	40	1	6	8	5	1
478	0	0	4	3	0.75	0			4				4				4				5				1				1				3				3		4	4	4	5	4.25		1				
479	1	0	16	16	1	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	2	2	2	2	1	1	1	1	3	3	3	3	2	2	2	2	4	4	4	4	4	24	2	5	3	4	1
480	0	0	16	16	1	1	5	4	4	4	5	5	4	4	5	5	4	4	5	5	4	4	1	1	1	1	1	1	1	1	3	3	3	3	2	2	2	2	3.75	4.5	4.5	4.5	4.3125	61	1	5	3	6	3
481	0	1	16	16	1	1	2	1	2	1	5	7	5	5	5	7	5	5	4	5	4	5	1	1	1	1	1	1	1	1	3	3	3	3	1	1	1	1	6.5	5.5	5.5	4.5	5.5	34	2	6	6	6	1
482	0	1	16	16	1	1	2	4	2	4	5	3	4	4	4	3	4	4	4	4	5	4	1	1	1	1	1	1	1	1	3	3	3	3	1	1	1	1	5	4	3.75	4.25	4.25	22	2	4	1	4	1
483	1	0	16	16	1	1	5	4	3	5	5	4	4	5	3	5	2	4	4	4	4	4	2	2	2	2	1	1	1	1	3	3	3	3	2	2	2	2	3.75	4.5	3.5	4	3.9375	28	2	4	6	5	1
484	1	1	16	16	1	1	1	2	1	1	7	5	7	7	6	5	6	6	6	4	6	6	2	2	2	2	1	1	1	1	3	3	3	3	1	1	1	1	6.75	6.5	5.75	5.5	6.125	53	2	4	2	5	1
485	0	0	16	16	1	1	2	2	2	2	5	5	5	5	5	5	5	5	5	5	5	5	1	1	1	1	1	1	1	1	3	3	3	3	2	2	2	2	6	5	5	5	5.25	25	2	5	1	5	1
486	0	0	16	16	1	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	1	1	1	1	1	1	1	1	3	3	3	3	2	2	2	2	4	4	4	4	4	33	2	6	8	4	1
487	1	1	16	16	1	1	1	1	1	1	6	7	7	4	5	5	7	5	4	4	4	4	2	2	2	2	1	1	1	1	3	3	3	3	1	1	1	1	7	6	5.5	4	5.625	44	1	5	6	5	1
488	0	1	16	16	1	1	4	4	4	4	4	1	4	4	4	3	4	4	4	2	3	4	1	1	1	1	1	1	1	1	3	3	3	3	1	1	1	1	4	3.25	3.75	3.25	3.5625	27	1	5	7	5	2
489	1	0	16	16	1	1	2	2	2	6	6	6	6	2	6	6	6	2	6	6	6	2	2	2	2	2	1	1	1	1	3	3	3	3	2	2	2	2	5	5	5	5	5	37	1	4	6	5	2
490	1	0	16	16	1	1	1	2	2	2	5	5	6	7	5	5	6	6	6	5	6	6	2	2	2	2	1	1	1	1	3	3	3	3	2	2	2	2	6.25	5.75	5.5	5.75	5.8125	26	1	5	6	4	2
491	1	1	8	7	0.875	0	1			1	7			7	7			7	7			7	2			2	1			1	3			1	1			1	7	7	7	7	7		2				
492	0	1	16	16	1	1	1	1	2	5	7	5	4	1	6	4	4	2	7	5	4	4	1	1	1	1	1	1	1	1	3	3	3	3	1	1	1	1	5.75	4.25	4	5	4.75	23	2	4	5	5	1
493	1	0	16	16	1	1	1	1	1	1	6	7	7	7	6	6	6	6	6	6	7	7	2	2	2	2	1	1	1	1	3	3	3	3	2	2	2	2	7	6.75	6	6.5	6.5625	58	2	4	5	6	1
494	0	0	16	16	1	1	4	3	5	4	4	3	4	4	4	3	4	4	4	4	4	4	1	1	1	1	1	1	1	1	3	3	3	3	2	2	2	2	4	3.75	3.75	4	3.875	55	1	4	1	3	1
495	1	1	16	16	1	1	5	3	3	5	3	4	4	3	3	4	4	4	4	5	5	4	2	2	2	2	1	1	1	1	3	3	3	3	1	1	1	1	4	3.5	3.75	4.5	3.9375	20	2	4	5	4	2
496	0	1	16	16	1	1	1	1	1	1	5	7	7	7	5	6	7	7	5	7	7	7	1	1	1	1	1	1	1	1	3	3	3	3	1	1	1	1	7	6.5	6.25	6.5	6.5625	42	2	5	4	6	2
497	0	0	16	16	1	1	3	2	3	2	5	5	5	5	4	5	5	5	4	4	5	4	1	1	1	1	1	1	1	1	3	3	3	3	2	2	2	2	5.5	5	4.75	4.25	4.875	38	2	5	8	6	1
498	0	1	16	16	1	1	1	1	1	1	4	3	3	5	5	3	3	6	4	3	3	5	1	1	1	1	1	1	1	1	3	3	3	3	1	1	1	1	7	3.75	4.25	3.75	4.6875	59	1	5	2	6	1
499	1	0	16	16	1	1	1	1	1	1	7	7	7	7	7	7	7	7	7	7	7	7	2	2	2	2	1	1	1	1	3	3	3	3	2	2	2	2	7	7	7	7	7	56	2	5	10	7	1
500	1	1	16	16	1	1	1	1	1	1	4	5	5	5	4	4	4	4	4	4	4	4	2	2	2	2	1	1	1	1	3	3	3	3	1	1	1	1	7	4.75	4	4	4.9375	67	2	3	4	5	1
501	0	1	16	16	1	1	2	2	2	1	5	6	6	6	5	6	6	5	6	5	6	5	1	1	1	1	1	1	1	1	3	3	3	3	1	1	1	1	6.25	5.75	5.5	5.5	5.75	25	1	4	4	6	1
502	0	1	16	16	1	1	2	2	2	2	4	5	3	4	5	4	5	4	4	4	5	4	1	1	1	1	1	1	1	1	3	3	3	3	1	1	1	1	6	4	4.5	4.25	4.6875	26	2	5	5	4	3
503	1	0	16	16	1	1	1	1	1	1	6	5	6	7	5	6	5	5	5	6	4	5	2	2	2	2	1	1	1	1	3	3	3	3	2	2	2	2	7	6	5.25	5	5.8125	22	1	2	4	3	1
504	0	1	16	16	1	1	3	2	2	2	4	5	6	6	4	4	5	4	4	4	4	4	1	1	1	1	1	1	1	1	3	3	3	3	1	1	1	1	5.75	5.25	4.25	4	4.8125	22	2	3	2	4	2
505	1	0	16	16	1	1	2	2	4	2	4	4	4	4	4	4	4	4	4	4	4	4	2	2	2	2	1	1	1	1	3	3	3	3	2	2	2	2	5.5	4	4	4	4.375	22	2	5	6	4	1
506	1	1	16	16	1	1	1	2	2	2	6	6	6	6	6	5	5	5	6	5	5	5	2	2	2	2	1	1	1	1	3	3	3	3	1	1	1	1	6.25	6	5.25	5.25	5.6875	59	2	6	5	5	1
507	0	0	16	16	1	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	1	1	1	1	1	1	1	1	3	3	3	3	2	2	2	2	4	4	4	4	4	28	2	5	6	6	2
508	1	1	8	7	0.875	0	2			4	5			7	4			7	4			4	2			2	1			1	1			3	1			1	5	6	5.5	4	5.125		2				
509	0	0	4	3	0.75	0			3				3				3				2				1				2				3				2		5	3	3	2	3.25		2				
510	0	0	16	16	1	1	2	2	3	3	5	4	2	3	5	6	5	6	4	4	5	6	1	1	1	1	1	1	1	1	3	3	3	3	2	2	2	2	5.5	3.5	5.5	4.75	4.8125	27	1	5	5	6	2
511	1	1	16	16	1	1	2	1	1	1	7	6	6	6	6	6	6	6	6	6	6	6	2	2	2	2	1	1	1	1	3	3	3	3	1	1	1	1	6.75	6.25	6	6	6.25	22	1	5	1	5	2
512	0	0	16	16	1	1	3	5	5	4	3	3	6	5	5	2	5	4	4	2	4	5	1	1	1	1	1	1	1	1	3	3	3	3	2	2	2	2	3.75	4.25	4	3.75	3.9375	32	1	5	3	3	2
513	1	0	16	16	1	1	2	1	1	1	6	7	6	6	5	6	7	5	6	7	6	6	2	2	2	2	1	1	1	1	3	3	3	3	2	2	2	2	6.75	6.25	5.75	6.25	6.25	24	1	5	1	5	2
514	1	0	16	16	1	1	2	1	1	2	5	5	7	3	5	7	5	5	5	4	4	3	2	2	2	2	1	1	1	1	3	3	3	3	2	2	2	2	6.5	5	5.5	4	5.25	26	2	2	3	4	1
515	1	1	16	16	1	1	6	1	1	1	6	7	7	7	6	7	6	6	6	7	7	7	2	2	2	2	1	1	1	1	3	3	3	3	1	1	1	1	5.75	6.75	6.25	6.75	6.375	55	1	4	4	6	1
516	0	1	16	16	1	1	1	7	4	3	6	5	5	6	6	7	4	5	6	5	3	5	1	1	1	1	1	1	1	1	3	3	3	3	1	1	1	1	4.25	5.5	5.5	4.75	5	22	1	5	7	5	2
517	0	1	4	3	0.75	0			4				2				3				5				1				1				1				1		4	2	3	5	3.5		2				
518	0	0	16	16	1	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	1	1	1	1	1	1	1	1	3	3	3	3	2	2	2	2	4	4	4	4	4	57	2	5	2	3	1
519	1	0	4	3	0.75	0			1				7				7				7				2				2				3				2		7	7	7	7	7		2				
520	1	1	16	16	1	1	2	2	1	1	5	5	6	7	4	4	4	4	5	6	6	6	2	2	2	2	1	1	1	1	3	3	3	3	1	1	1	1	6.5	5.75	4	5.75	5.5	27	2	4	6	5	1
521	0	1	8	7	0.875	0			2	2			3	5			3	4			4	4			1	1			1	1			1	3			1	1	6	4	3.5	4	4.375		2				
522	1	1	16	15	0.9375	1	1	1	1	1	7	7	7	7	6	6	6	6	6	6	6	6	2	2	2	2	1	2	1	1	3	3	3	3	1	1	1	1	7	7	6	6	6.5		1				
523	0	0	16	16	1	1	4	4	4	2	4	4	4	5	4	4	4	6	4	5	4	5	1	1	1	1	1	1	1	1	3	3	3	3	2	2	2	2	4.5	4.25	4.5	4.5	4.4375	30	1	2	4	2	1
524	0	1	16	16	1	1	2	4	3	3	4	5	5	4	4	4	4	4	4	4	4	3	1	1	1	1	1	1	1	1	3	3	3	3	1	1	1	1	5	4.5	4	3.75	4.3125	48	1	4	4	5	1
525	1	0	16	16	1	1	1	3	4	4	5	7	4	5	7	7	5	5	5	5	5	4	2	2	2	2	1	1	1	1	3	3	3	3	2	2	2	2	5	5.25	6	4.75	5.25	23	1	4	4	3	2
526	1	1	16	16	1	1	3	3	4	4	5	5	5	5	4	5	4	5	4	5	4	4	2	2	2	2	1	1	1	1	3	3	3	3	1	1	1	1	4.5	5	4.5	4.25	4.5625	25	1	4	3	4	3
527	1	1	16	16	1	1	1	2	1	2	5	5	6	5	5	5	5	5	6	6	6	6	2	2	2	2	1	1	1	1	3	3	3	3	1	1	1	1	6.5	5.25	5	6	5.6875	27	2	3	8	4	2
528	1	0	4	3	0.75	0				6				6				4				2				2				1				2				2	2	6	4	2	3.5		2				
529	0	1	16	16	1	1	1	1	1	1	7	7	7	7	7	7	7	7	7	7	7	7	1	1	1	1	1	1	1	1	3	3	3	3	1	1	1	1	7	7	7	7	7	54	1	5	8	6	1
530	0	0	16	16	1	1	1	4	1	1	4	4	4	4	4	4	4	4	4	4	4	4	1	1	1	1	1	1	1	1	3	3	3	3	2	2	2	2	6.25	4	4	4	4.5625	38	1	2	6	1	1
531	0	1	16	16	1	1	2	2	1	2	5	6	6	6	5	6	6	5	5	6	6	6	1	1	1	1	1	1	1	1	3	3	3	3	1	1	1	1	6.25	5.75	5.5	5.75	5.8125	49	2	5	5	6	1
532	1	1	16	16	1	1	2	2	2	2	6	5	6	5	5	4	5	5	4	4	4	5	2	2	2	2	1	1	1	1	3	3	3	3	1	1	1	1	6	5.5	4.75	4.25	5.125	20	1	4	1	5	3
533	1	0	16	16	1	1	2	2	1	1	6	6	6	6	6	6	5	6	6	6	5	6	2	2	2	2	1	1	1	1	3	3	3	3	2	2	2	2	6.5	6	5.75	5.75	6	37	1	5	6	6	1
534	1	1	16	16	1	1	3	3	5	4	4	4	3	5	5	5	3	4	5	5	4	5	2	2	2	2	1	1	1	1	3	3	3	3	1	1	1	1	4.25	4	4.25	4.75	4.3125	25	1	4	4	3	1
